simulation_id,time,interval,perturbation_density,recovery_beta,gamma,decay,noise,mean_r,min_r,mean_D,max_D,reachable_fraction,effective_edges,edge_fraction,weighted_mean_path_cost,weighted_max_path_cost,weighted_efficiency,future_weighted_efficiency,future_reachable_fraction,future_deterioration,future_efficiency_delta,noise_numeric
0,19,4,0.25,0.012,0.16799999999999998,0.004,False,0.9159731946342009,0.0,0.19168806870544886,8.822190052218888,0.8888888888888888,228,0.8636363636363636,11.976774617950946,48.27497868969749,0.10815077976092986,0.10531760307543753,0.8888888888888888,1,0.0028331766854923363,0
0,20,4,0.25,0.012,0.16799999999999998,0.004,False,0.9126444633011036,0.0,0.1909213164306271,8.786901292010013,0.8888888888888888,228,0.8636363636363636,12.031352194241984,48.83095687525828,0.10790383087855925,0.10531899699490073,0.8888888888888888,1,0.002584833883658516,0
0,21,4,0.25,0.012,0.16799999999999998,0.004,False,0.9093700249559933,0.0,0.19015763116490458,8.751753686841973,0.8888888888888888,228,0.8636363636363636,12.093976152294228,49.49341163710174,0.10764091479164749,0.10532038646300718,0.8888888888888888,1,0.0023205283286403117,0
0,22,4,0.25,0.012,0.16799999999999998,0.004,False,0.9046970478627703,0.0,0.2545808385209208,11.716746672094605,0.8888888888888888,228,0.8636363636363636,12.283539385194208,51.49335719590949,0.10693264364356447,0.1053217714900456,0.8888888888888888,0,0.0016108721535188775,0
0,23,4,0.25,0.012,0.16799999999999998,0.004,False,0.9003267198029149,0.0,0.25356251516683703,11.669879685406226,0.8888888888888888,228,0.8636363636363636,12.426728459575594,53.18126989714347,0.1065018136313587,0.10532315208630885,0.8888888888888888,0,0.00117866154504985,0
0,24,4,0.25,0.012,0.16799999999999998,0.004,False,0.8960278915337199,0.0,0.2525482651061697,11.623200166664601,0.8888888888888888,228,0.8636363636363636,12.590259798162725,55.63927714666213,0.10613333066653982,0.10532452826209363,0.8888888888888888,0,0.0008088024044461961,0
0,25,4,0.25,0.012,0.16799999999999998,0.004,False,0.8917996288342813,0.0,0.2515380720457451,11.576707365997942,0.8888888888888888,228,0.8636363636363636,12.84412613149416,59.5874653027749,0.10571682939551777,0.10532590002770013,0.8888888888888888,0,0.00039092936781763565,0
0,26,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.31571575763823784,14.53040053653395,0.8888888888888888,228,0.8636363636363636,13.149933508588838,64.30178252968051,0.10529907237642701,0.10532726739343204,0.8888888888888888,0,-2.819501700503102e-05,0
0,27,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.3144528946076849,14.472278934387814,0.8888888888888888,228,0.8636363636363636,13.149684405392817,64.29954060091629,0.10530052509752189,0.10532863036959604,0.8888888888888888,0,-2.8105272074155363e-05,0
0,28,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.31319508302925414,14.414389818650264,0.8888888888888888,228,0.8636363636363636,13.149436235529837,64.29730707214948,0.1053019732339854,0.1053299889665018,0.8888888888888888,0,-2.8015732516400993e-05,0
0,29,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.31194230269713713,14.356732259375663,0.8888888888888888,228,0.8636363636363636,13.149188995746378,64.29508191409835,0.10530341679603133,0.10533134319446157,0.8888888888888888,0,-2.7926398430230814e-05,0
0,30,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.3106945334863486,14.29930533033816,0.8888888888888888,228,0.8636363636363636,13.14894268279837,64.29286509756628,0.10530485579388081,0.10533269306379009,0.8888888888888888,0,-2.783726990927826e-05,0
0,31,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.3094517553524032,14.242108109016808,0.8888888888888888,228,0.8636363636363636,13.148697293451194,64.2906565934417,0.10530629023776193,0.10533403858480431,0.8888888888888888,0,-2.7748347042375054e-05,0
0,32,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.3082139483309936,14.185139676580741,0.8888888888888888,228,0.8636363636363636,13.148452824479655,64.28845637269784,0.10530772013790957,0.10533537976782312,0.8888888888888888,0,-2.7659629913551198e-05,0
0,33,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.30698109253766964,14.128399117874418,0.8888888888888888,228,0.8636363636363636,13.148209272667977,64.28626440639275,0.1053091455045651,0.10533671662316724,0.8888888888888888,0,-2.7571118602132128e-05,0
0,34,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.30575316816751896,14.07188552140292,0.8888888888888888,228,0.8636363636363636,13.14796663480979,64.28408066566908,0.10531056634797614,0.1053380491611589,0.8888888888888888,0,-2.7482813182752586e-05,0
0,35,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.3045301554948489,14.01559797931731,0.8888888888888888,228,0.8636363636363636,13.147724907708126,64.28190512175408,0.10531198267839635,0.10533937739212161,0.8888888888888888,0,-2.739471372525948e-05,0
0,36,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.30331203487286945,13.95953558740004,0.8888888888888888,228,0.8636363636363636,13.147484088175379,64.27973774595935,0.10531339450608508,0.10534070132638004,0.8888888888888888,0,-2.7306820294961676e-05,0
0,37,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.302098786733378,13.90369744505044,0.8888888888888888,228,0.8636363636363636,13.147244173033318,64.27757850968081,0.10531480184130726,0.10534202097425976,0.8888888888888888,0,-2.721913295250511e-05,0
0,38,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.30089039158644454,13.848082655270238,0.8888888888888888,228,0.8636363636363636,13.14700515911307,64.27542738439857,0.10531620469433302,0.10534333634608692,0.8888888888888888,0,-2.7131651753900532e-05,0
0,39,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.2996868300200987,13.792690324649158,0.8888888888888888,228,0.8636363636363636,13.14676704325509,64.27328434167677,0.10531760307543753,0.10534464745218822,0.8888888888888888,0,-2.7044376750690047e-05,0
0,40,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.29848808270001836,13.737519563350562,0.8888888888888888,228,0.8636363636363636,13.146529822309171,64.2711493531635,0.10531899699490073,0.10534595430289054,0.8888888888888888,0,-2.6957307989808332e-05,0
0,41,4,0.25,0.012,0.16799999999999998,0.004,False,0.8888888888888888,0.0,0.29729413036921826,13.68256948509716,0.8888888888888888,228,0.8636363636363636,13.146293493134412,64.26902239059064,0.10532038646300718,0.10534725690852081,0.8888888888888888,0,-2.6870445513638153e-05,0
